,Area,location,Price,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
5138,600,Powai,130,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5139,680,Kandivali East,94,2,0,1,1,1,1,1,1,1,1,1,0,1,0,1
5140,870,Powai,150,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1
5141,1050,Chandivali,136,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
5142,460,Kandivali East,75,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5143,1350,Powai,240,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5144,1050,Powai,285,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5145,1750,Powai,315,3,0,1,1,1,0,1,1,1,1,0,0,1,1,1
5146,690,Nere,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5147,950,Santacruz East,200,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5148,1100,Goregaon West,181,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5149,1100,Goregaon West,185,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5150,1060,Powai,265,2,0,1,1,1,0,0,1,1,1,1,0,1,0,1
5151,602,Powai,100,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1
5152,1150,Powai,185,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5153,1050,Powai,191,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1
5154,600,Powai,125,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5155,900,Powai,145,2,0,1,1,1,0,0,1,1,1,0,0,1,0,1
5156,1065,Andheri East,175,2,1,1,1,0,0,0,1,1,1,1,0,1,0,1
5157,1100,Powai,185,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
5158,1250,Powai,200,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
5159,1150,Powai,290,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5160,555,Powai,98,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
5161,1100,Powai,142,2,0,1,1,0,0,1,1,1,1,0,0,1,1,1
5162,1155,Powai,185,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5163,645,Ghansoli,65,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5164,1655,Kandivali East,220,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1
5165,935,Borivali West,225,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0
5166,575,Nala Sopara,20,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1
5167,2465,Kandivali East,345,4,0,1,1,1,0,1,1,1,1,0,0,0,1,1
5168,2365,Kandivali East,340,4,0,1,1,1,0,1,1,1,1,0,0,0,1,1
5169,1000,Kandivali East,140,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5170,550,Andheri East,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5171,550,Andheri East,85,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5172,1010,Thane West,93,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
5173,775,Borivali West,137,2,1,1,1,0,0,0,1,0,1,0,0,0,0,0
5174,1100,Goregaon West,184,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5175,1100,Goregaon West,180,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5176,1100,Goregaon West,182,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5177,585,Powai,105,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
5178,1120,Powai,200,2,0,1,1,1,1,1,1,1,1,1,0,1,0,1
5179,650,Powai,135,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
5180,2000,Mulund West,280,3,1,1,1,0,0,0,1,1,1,0,0,0,0,1
5181,1600,Mulund West,260,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5182,540,Naigaon East,29,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
5183,1000,Powai,175,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5184,1300,Powai,235,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5185,650,Andheri East,95,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
5186,1070,Powai,200,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
5187,1000,Powai,200,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5188,980,Powai,260,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5189,985,Powai,220,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5190,600,Powai,95,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
5191,1000,Powai,170,1,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5192,1150,Powai,285,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1
5193,1198,Powai,210,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1
5194,1100,Powai,140,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5195,916,Powai,275,2,0,1,1,1,1,1,1,1,1,0,1,1,1,1
5196,1100,Goregaon West,180,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5197,770,Borivali West,167,2,1,1,1,1,0,1,1,0,1,0,0,0,1,1
5198,1120,Dombivali,68,3,0,1,1,1,0,1,1,1,1,0,0,0,1,1
5199,1350,Andheri West,215,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5200,1350,Andheri West,215,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1
5201,1155,Ulwe,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5202,650,Borivali West,115,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5203,590,Nala Sopara,20,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
5204,1600,Kandivali East,250,3,1,1,1,0,0,0,0,1,0,0,0,1,0,1
5205,900,Andheri West,190,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1
5206,933,Kalyan West,53,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0
5207,1120,Kandivali East,300,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5208,950,Kandivali West,210,2,0,1,1,0,0,0,0,1,1,0,0,1,0,1
5209,1545,Powai,325,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5210,850,Andheri East,155,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1
5211,1350,Powai,250,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5212,425,Vangani,24,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0
5213,1170,Matunga,515,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5214,850,Koper Khairane,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5215,1260,Ulwe,115,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5216,1160,Mira Road East,92,2,1,1,1,0,0,0,1,1,1,0,1,1,0,1
5217,1060,Mira Road East,93,2,1,1,1,1,0,1,0,1,0,1,0,0,1,1
5218,690,Karanjade,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5219,990,Kewale,37,2,0,1,1,1,0,1,0,1,1,0,0,0,1,0
5220,750,Chembur,135,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5221,540,Mira Road East,58,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5222,490,Mira Road East,44,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
5223,530,Mira Road East,41,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5224,540,Mira Road East,56,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5225,1600,Thane West,220,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5226,1073,Mira Road East,88,2,1,1,1,0,0,0,1,1,1,0,1,1,0,0
5227,650,Mira Road East,57,1,0,1,1,0,0,0,1,1,1,0,1,0,1,1
5228,1235,Ulwe,88,2,0,1,1,1,0,1,1,1,1,1,0,1,0,1
5229,1332,Bhiwandi,65,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5230,851,Sanpada,120,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5231,576,Sanpada,74,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5232,600,Sanpada,80,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5233,900,Sanpada,118,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5234,910,Sanpada,135,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5235,1645,Sanpada,215,3,0,1,1,1,0,1,1,0,0,1,0,0,1,0
5236,1250,Sanpada,200,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5237,1215,Sanpada,195,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5238,1580,Ulwe,110,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5239,600,Sanpada,90,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5240,1435,Sanpada,180,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
5241,1640,Sanpada,220,3,0,1,1,1,1,1,1,1,1,1,0,1,1,1
5242,1313,Sanpada,165,2,0,1,1,1,1,1,1,1,1,1,0,0,1,1
5243,1491,Bhiwandi,79,3,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5244,1600,Sanpada,240,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5245,960,Kalyan West,48,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5246,2000,Sanpada,315,4,0,1,1,1,1,1,1,1,1,1,1,0,1,1
5247,560,Dahisar West,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5248,600,Santacruz West,250,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
5249,1400,Thane West,150,3,0,1,1,1,1,1,1,1,1,1,0,1,0,0
5250,695,Ulwe,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5251,1000,Ulwe,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5252,1140,Ulwe,80,2,0,1,1,1,0,1,1,1,0,1,0,0,1,0
5253,1140,Ulwe,80,2,0,1,1,1,0,1,1,1,1,1,0,1,1,0
5254,901,Thane West,60,2,1,1,1,1,0,0,1,1,0,1,1,0,1,1
5255,901,Thane West,60,2,1,1,1,1,0,0,1,1,1,1,1,0,1,1
5256,800,Virar,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5257,750,Malad West,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5258,1000,Borivali West,275,3,0,1,1,0,0,0,1,1,1,0,0,1,0,0
5259,900,Borivali West,261,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5260,580,Borivali West,140,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
5261,500,Borivali West,120,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0
5262,550,Borivali West,108,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5263,600,Borivali West,89,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5264,700,Mulund West,138,2,1,1,1,0,0,0,1,0,1,1,1,0,0,1
5265,996,Ghatkopar West,125,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0
5266,1358,Ghatkopar West,165,3,1,1,1,0,0,0,1,1,1,0,0,0,0,0
5267,650,Dronagiri,35,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5268,771,Malad West,177,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5269,769,Malad West,176,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5270,978,Malad West,224,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5271,734,Malad West,168,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5272,733,Malad West,168,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
5273,1075,Thane West,96,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
5274,907,Thane West,79,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
5275,640,Dronagiri,36,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5276,774,Dombivali,48,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
5277,990,Dombivali,62,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1
5278,1314,Dombivali,82,3,1,1,1,1,0,0,1,1,0,0,0,0,0,1
5279,1062,Dombivali,66,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1
5280,1197,Dombivali,75,3,1,1,1,1,0,0,1,1,0,0,0,0,0,1
5281,1098,Dombivali,69,2,1,1,1,1,0,0,1,1,0,0,0,0,0,1
5282,729,Dombivali,46,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1
5283,450,Ulwe,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5284,450,Ulwe,27,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5285,1290,Malad East,185,2,0,1,1,1,0,1,1,1,0,0,0,0,1,1
5286,1050,Vasai,85,3,0,0,1,1,0,1,1,1,1,1,0,0,1,0
5287,1775,Malad West,260,3,1,1,1,1,0,0,1,1,1,0,0,0,0,1
5288,640,Karanjade,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5289,1500,Chembur,270,3,0,1,1,1,0,1,1,1,1,0,0,1,1,0
5290,800,Dahisar West,107,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5291,873,Sector 9 Airoli,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5292,2000,Kamothe,160,3,0,1,1,1,0,1,0,1,1,0,0,0,1,0
5293,2050,Andheri West,550,4,1,1,1,0,0,1,1,1,0,1,1,1,0,1
5294,900,Mira Road East,70,2,1,1,1,0,0,0,1,1,1,0,1,0,0,0
5295,1180,Mira Road East,108,2,1,1,1,1,0,1,1,1,1,1,1,1,1,0
5296,1100,Chembur,215,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5297,1650,Andheri West,378,3,1,1,1,0,0,1,1,1,0,1,1,1,0,1
5298,310,Powai,25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5299,680,Panvel,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,1412,Mira Road East,90,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5301,550,Thane West,63,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
5302,580,Borivali West,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5303,800,Chembur,168,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5304,225,Malad West,29,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5305,225,Malad West,29,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5306,1525,Mira Road East,132,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5307,1400,Mira Road East,131,3,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5308,600,Vasai,36,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
5309,1150,Andheri East,185,2,1,1,1,0,0,0,1,1,1,1,0,0,0,1
5310,900,Thane West,87,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5311,700,Chembur,140,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5312,1200,Chembur,255,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5313,575,Diva Gaon,29,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5314,565,Mira Road East,45,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5315,970,Powai,173,2,0,1,1,1,0,1,1,1,1,1,0,1,1,1
5316,602,Powai,111,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1
5317,225,Malad West,29,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
5318,650,Thane West,74,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5319,580,Borivali West,75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5320,1200,Andheri West,255,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0
5321,2400,Andheri West,700,4,0,1,1,0,0,1,1,1,1,1,1,0,0,1
5322,980,Kandivali West,187,2,0,1,1,0,0,0,0,1,1,0,0,1,0,0
5323,1500,Kalyan West,102,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5324,450,Mira Road East,44,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5325,1017,Bhiwandi,51,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5326,927,Bhiwandi,45,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5327,910,Powai,155,2,0,1,1,1,0,0,1,1,1,0,0,1,0,1
5328,365,Kandivali East,63,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
5329,1017,Bhiwandi,47,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5330,1021,Bhiwandi,58,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5331,1021,Bhiwandi,58,2,1,1,1,0,0,0,1,1,0,0,0,1,0,1
5332,1200,Kewale,36,2,0,1,1,1,0,1,1,1,1,0,0,1,1,1
5333,1017,Bhiwandi,50,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5334,1100,Kewale,37,2,0,1,1,1,0,1,1,1,1,0,0,0,1,1
5335,1300,Panvel,80,3,0,1,0,1,0,0,1,1,0,0,0,0,1,0
5336,1050,Seawoods,75,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5337,1080,Bhiwandi,60,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5338,1080,Bhiwandi,58,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5339,1750,Koper Khairane,235,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5340,1080,Bhiwandi,56,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5341,1550,Belapur,300,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5342,995,Dombivli (West),80,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5343,700,Ulwe,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5344,700,Ulwe,50,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
5345,1034,Dombivli (West),82,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5346,1060,Mira Road East,93,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1
5347,697,Ulwe,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5348,850,Thane West,67,2,0,1,1,1,0,0,1,1,0,1,1,0,1,1
5349,1050,Sen Nagar,260,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5350,640,Karanjade,39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5351,640,Karanjade,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5352,655,Kamothe,54,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0
5353,1125,Sen Nagar,260,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5354,1125,Sen Nagar,260,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5355,800,Panvel,68,2,1,1,1,0,0,0,1,1,1,1,1,0,1,1
5356,550,Santacruz East,110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5357,1566,Malad West,190,3,0,1,1,0,0,0,1,1,1,0,0,1,0,0
5358,495,Malad West,75,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
5359,1350,Belapur,150,2,0,1,1,1,0,1,1,1,0,1,0,0,1,1
5360,1080,Bhiwandi,55,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5361,1650,Belapur,250,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5362,700,Chembur,100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5363,550,Mira Road East,48,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5364,550,Mira Road East,48,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0
5365,1154,Vashi,140,2,0,1,1,0,0,0,1,0,1,0,0,0,0,1
5366,1045,Kamothe,85,2,0,1,1,0,0,0,1,1,1,1,0,0,1,1
5367,1715,Kharghar,220,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5368,1550,Belapur,245,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5369,1550,Belapur,245,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5370,665,Dombivali,33,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0
5371,665,Dombivali,33,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0
5372,2250,Borivali West,400,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
5373,550,Mahalaxmi,195,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5374,630,Jogeshwari West,85,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5375,574,Dahisar,68,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1
5376,800,Jogeshwari West,150,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5377,3205,Kharghar,320,4,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5378,2500,Andheri East,500,6,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5379,1660,Kharghar,165,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5380,1250,Malad West,200,3,0,1,1,0,0,0,1,1,1,0,0,1,0,0
5381,492,Dahisar,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5382,492,Dahisar,90,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5383,1350,Vasai West,80,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5384,1015,Kandivali West,140,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5385,750,Kharghar,70,2,0,1,0,0,0,1,1,0,0,1,0,0,0,0
5386,750,Kharghar,70,2,0,1,1,0,0,1,1,1,1,1,0,1,0,0
5387,1444,Powai,235,2,0,1,1,1,0,1,1,1,1,1,1,1,1,1
5388,1050,Ulwe,76,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0
5389,709,Ambernath West,28,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
5390,727,Ulwe,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5391,1050,Mira Road East,68,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1
5392,777,Matunga,335,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0
5393,1500,Thane West,240,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1
5394,607,Kalyan West,37,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0
5395,990,Thane West,85,3,0,1,1,1,0,1,1,1,1,1,1,0,1,1
5396,1250,Mira Road East,90,3,1,0,1,0,0,0,1,0,1,0,0,1,0,0
5397,1170,Matunga,515,3,0,1,1,0,0,0,1,0,1,0,0,1,0,0
5398,1600,Andheri West,368,3,1,1,1,0,0,1,1,1,0,1,1,1,0,1
5399,1160,Malad East,213,2,1,1,1,0,0,1,1,1,1,0,1,0,0,1
5400,1804,Malad West,300,3,1,1,1,1,1,0,1,1,1,1,0,0,0,1
5401,1440,Malad West,230,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1
5402,650,Mulund West,110,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0
5403,600,Juhu,232,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
5404,1850,Andheri West,425,3,1,1,1,0,0,1,1,1,0,1,1,1,0,1
5405,700,Mira Road East,66,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1
5406,1850,Andheri West,380,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5407,1650,Ulwe,120,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5408,600,Andheri West,231,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
5409,1650,Andheri West,370,3,1,1,1,0,0,1,1,1,0,1,1,1,0,1
5410,550,Dahisar,60,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1
5411,800,Vasai,58,2,0,1,1,0,0,1,1,0,0,0,0,0,1,1
5412,950,Mira Road East,77,2,1,0,1,0,0,0,1,0,1,0,0,1,0,0
5413,1185,Ulwe,88,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1
5414,1450,Ghansoli,151,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5415,1420,Malad West,258,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1
5416,570,Kalyan West,63,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5417,667,Matunga,310,2,0,1,1,0,0,0,1,0,1,0,0,1,0,0
5418,1250,Andheri West,280,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5419,1150,Goregaon West,175,2,1,1,1,0,0,0,0,1,0,0,0,1,0,1
5420,785,Dombivli (West),55,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5421,750,Chembur,175,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5422,520,Kandivali West,90,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
5423,1950,Andheri West,430,4,1,1,1,0,0,1,1,1,0,1,1,1,0,1
5424,850,Chembur,153,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5425,350,Malad West,48,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5426,1150,Kharghar,120,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5427,1150,Kharghar,120,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5428,1000,Santacruz East,200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5429,1545,Powai,275,3,0,1,1,1,1,1,1,1,1,0,1,1,1,1
5430,649,Taloja,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5431,1115,Kalyan West,85,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5432,1005,Kharghar,90,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5433,1440,Panvel,118,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5434,605,Ghatkopar West,95,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
5435,1280,Panvel,108,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5436,565,Panvel,31,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
5437,1055,Panvel,82,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5438,1005,Panvel,80,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1
5439,570,Adaigaon,29,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5440,880,Kalyan West,62,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0
5441,990,Mira Road East,88,2,0,0,1,1,0,1,1,0,1,0,0,1,1,0
5442,750,Ghatkopar West,200,2,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5443,1005,Panvel,82,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5444,1055,Panvel,84,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5445,1020,Panvel,80,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5446,1075,Panvel,93,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5447,1240,Panvel,65,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5448,1050,Koper Khairane,95,2,0,0,1,0,0,0,1,0,1,0,0,1,0,0
5449,590,Thane West,57,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5450,1350,Belapur,220,3,0,1,1,0,0,0,1,1,1,0,0,1,0,1
5451,1001,Belapur,130,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1
5452,1245,Panvel,70,2,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5453,1052,Kandivali East,325,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0
5454,776,Chembur,170,2,1,1,1,1,0,1,1,1,1,1,0,0,1,1
5455,1200,Boisar,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5456,465,Boisar,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
